Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28116469,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2012,,,,,,,,,1 692 578,1692578,,,,2022-02-10T08:24:48Z,2012,2012-01-01,2012-12-31
28116470,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2013,,,,,,,,,2 645 454,2645454,,,,2022-02-10T08:24:48Z,2013,2013-01-01,2013-12-31
28116471,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2014,,,,,,,,,2 118 815,2118815,,,,2022-02-10T08:24:48Z,2014,2014-01-01,2014-12-31
28116472,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2015,,,,,,,,,1 867 059,1867059,,,,2022-02-10T08:24:48Z,2015,2015-01-01,2015-12-31
28116473,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2016,,,,,,,,,1 718 504,1718504,,,,2022-02-10T08:24:48Z,2016,2016-01-01,2016-12-31
28116474,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2017,,,,,,,,,1 530 739,1530739,,,,2022-02-10T08:24:48Z,2017,2017-01-01,2017-12-31
28116475,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2018,,,,,,,,,962 087,962087,,,,2022-02-10T08:24:48Z,2018,2018-01-01,2018-12-31
28116476,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2019,,,,,,,,,904 495,904495,,,,2022-02-10T08:24:48Z,2019,2019-01-01,2019-12-31
28116477,MALARIA_MICR_POS,COUNTRY,ETH,YEAR,2020,,,,,,,,,1 743 755,1743755,,,,2022-02-10T08:24:48Z,2020,2020-01-01,2020-12-31
28116478,MALARIA_MICR_POS,COUNTRY,GAB,YEAR,2010,,,,,,,,,12 816,12816,,,,2022-02-10T08:24:48Z,2010,2010-01-01,2010-12-31
28116479,MALARIA_MICR_POS,COUNTRY,GAB,YEAR,2012,,,,,,,,,18 694,18694,,,,2022-02-10T08:24:48Z,2012,2012-01-01,2012-12-31
28116480,MALARIA_MICR_POS,COUNTRY,GAB,YEAR,2013,,,,,,,,,26 432,26432,,,,2022-02-10T08:24:48Z,2013,2013-01-01,2013-12-31
28116481,MALARIA_MICR_POS,COUNTRY,GAB,YEAR,2014,,,,,,,,,27 687,27687,,,,2022-02-10T08:24:48Z,2014,2014-01-01,2014-12-31
